,count,author
billiton,1,LynneO'Donnell
"164,000",1,LynneO'Donnell
norton,1,LynneO'Donnell
oilseed,1,LynneO'Donnell
analytical,1,LynneO'Donnell
environmentalist,1,LynneO'Donnell
famine-and-feast,1,LynneO'Donnell
short-supply,1,LynneO'Donnell
million-tonne,1,LynneO'Donnell
high-supply,1,LynneO'Donnell
norilsk,196,LynnleyBrowning
rosneft,58,LynnleyBrowning
roubles,56,LynnleyBrowning
lukoil,50,LynnleyBrowning
+7095,36,LynnleyBrowning
941,36,LynnleyBrowning
8520,36,LynnleyBrowning
production-sharing,34,LynnleyBrowning
bratsk,31,LynnleyBrowning
rodionov,31,LynnleyBrowning
transneft,31,LynnleyBrowning
siberian,25,LynnleyBrowning
palladium,23,LynnleyBrowning
krasnoyarsk,21,LynnleyBrowning
kremlin,21,LynnleyBrowning
gems,21,LynnleyBrowning
yuri,20,LynnleyBrowning
uneximbank,20,LynnleyBrowning
sizov,20,LynnleyBrowning
nemtsov,20,LynnleyBrowning
vetchinin,19,LynnleyBrowning
sergei,17,LynnleyBrowning
kontsern,17,LynnleyBrowning
yamal,17,LynnleyBrowning
prokopov,16,LynnleyBrowning
shafranik,16,LynnleyBrowning
pyotr,15,LynnleyBrowning
kulikov,15,LynnleyBrowning
alyuminiy,15,LynnleyBrowning
khlystun,14,LynnleyBrowning
o'sullivan,13,LynnleyBrowning
mazut,13,LynnleyBrowning
shlaifshtein,12,LynnleyBrowning
alfa-eko,12,LynnleyBrowning
menatep,12,LynnleyBrowning
trans-world,11,LynnleyBrowning
novorossiisk,11,LynnleyBrowning
tyumen,11,LynnleyBrowning
yukos,10,LynnleyBrowning
sibneft,10,LynnleyBrowning
purneftegaz,10,LynnleyBrowning
centreinvest,9,LynnleyBrowning
rouble,9,LynnleyBrowning
mikhailov,9,LynnleyBrowning
sidanko,9,LynnleyBrowning
tumarkin,9,LynnleyBrowning
nikel,8,LynnleyBrowning
sovecon,8,LynnleyBrowning
grozny,8,LynnleyBrowning
chechen,8,LynnleyBrowning
lenzoloto,8,LynnleyBrowning
urals,8,LynnleyBrowning
duma,8,LynnleyBrowning
budargin,8,LynnleyBrowning
norilsky,7,LynnleyBrowning
63.4,7,LynnleyBrowning
houlder,7,LynnleyBrowning
alexei,7,LynnleyBrowning
tengiz,7,LynnleyBrowning
almaz,7,LynnleyBrowning
sakhalin,7,LynnleyBrowning
timan-pechora,7,LynnleyBrowning
shtyrov,7,LynnleyBrowning
piskunov,7,LynnleyBrowning
nafta-moskva,6,LynnleyBrowning
livshits,6,LynnleyBrowning
neyev,6,LynnleyBrowning
caucasus,6,LynnleyBrowning
khartukov,6,LynnleyBrowning
ues,6,LynnleyBrowning
output-sharing,6,LynnleyBrowning
kiriyenko,6,LynnleyBrowning
manellya,6,LynnleyBrowning
mintopenergo,6,LynnleyBrowning
oman,6,LynnleyBrowning
mikolayivskiy,5,LynnleyBrowning
gennady,5,LynnleyBrowning
alekperov,5,LynnleyBrowning
kohli,5,LynnleyBrowning
almazy,5,LynnleyBrowning
rossii-sakha,5,LynnleyBrowning
valery,5,LynnleyBrowning
bootleggers,5,LynnleyBrowning
potanin,5,LynnleyBrowning
mikhail,5,LynnleyBrowning
reformers,5,LynnleyBrowning
chubais,5,LynnleyBrowning
zarubezhneft,5,LynnleyBrowning
priobsk,5,LynnleyBrowning
resettle,5,LynnleyBrowning
degtyarov,5,LynnleyBrowning
agababov,5,LynnleyBrowning
totsky,5,LynnleyBrowning
lubash,5,LynnleyBrowning
rubeko,5,LynnleyBrowning
arlyuk,5,LynnleyBrowning
berezovsky,5,LynnleyBrowning
yukish,5,LynnleyBrowning
logunov,5,LynnleyBrowning
druzhinin,4,LynnleyBrowning
vagit,4,LynnleyBrowning
kernot,4,LynnleyBrowning
chaplin,4,LynnleyBrowning
interrosimpex,4,LynnleyBrowning
arkady,4,LynnleyBrowning
drought-hit,4,LynnleyBrowning
lyomi,4,LynnleyBrowning
yarikhanov,4,LynnleyBrowning
irkutsk,4,LynnleyBrowning
moscow-based,4,LynnleyBrowning
presman,4,LynnleyBrowning
komdragmet,4,LynnleyBrowning
nonpayments,4,LynnleyBrowning
"180,100",4,LynnleyBrowning
steklov,4,LynnleyBrowning
krupp,4,LynnleyBrowning
thyssen,4,LynnleyBrowning
soviet-style,4,LynnleyBrowning
baltics,4,LynnleyBrowning
dmitry,4,LynnleyBrowning
chernak,4,LynnleyBrowning
kommersant,4,LynnleyBrowning
kolpakov,4,LynnleyBrowning
glencore,4,LynnleyBrowning
tortuous,4,LynnleyBrowning
kandalaksha,4,LynnleyBrowning
butayev,4,LynnleyBrowning
zelinsky,4,LynnleyBrowning
1995/1996,4,LynnleyBrowning
sayansk,4,LynnleyBrowning
kompaniya,4,LynnleyBrowning
westbrook,4,LynnleyBrowning
output-cutting,4,LynnleyBrowning
garipov,4,LynnleyBrowning
mykolayivskiy,3,LynnleyBrowning
leakages,3,LynnleyBrowning
zlochevsky,3,LynnleyBrowning
ogo,3,LynnleyBrowning
75-77,3,LynnleyBrowning
meteorological,3,LynnleyBrowning
sucking,3,LynnleyBrowning
paraffin,3,LynnleyBrowning
chechens,3,LynnleyBrowning
legions,3,LynnleyBrowning
taps,3,LynnleyBrowning
boiler,3,LynnleyBrowning
khamidov,3,LynnleyBrowning
metallurgists,3,LynnleyBrowning
23-year,3,LynnleyBrowning
qurana,3,LynnleyBrowning
wermuth,3,LynnleyBrowning
gazp.rts,3,LynnleyBrowning
kokin,3,LynnleyBrowning
infotek,3,LynnleyBrowning
mini-major,3,LynnleyBrowning
samusev,3,LynnleyBrowning
polluted,3,LynnleyBrowning
eduard,3,LynnleyBrowning
dudinka,3,LynnleyBrowning
ruslan,3,LynnleyBrowning
fedorovsky,3,LynnleyBrowning
post-soviet,3,LynnleyBrowning
degtyaryov,3,LynnleyBrowning
electrolysing,3,LynnleyBrowning
parshikov,3,LynnleyBrowning
50-55,3,LynnleyBrowning
slavneft,3,LynnleyBrowning
zarko,3,LynnleyBrowning
komiarcticoil,3,LynnleyBrowning
unquestioning,3,LynnleyBrowning
drooling,3,LynnleyBrowning
alumconsult,3,LynnleyBrowning
valentin,3,LynnleyBrowning
1996/1997,3,LynnleyBrowning
belarus,3,LynnleyBrowning
financial-industrial,3,LynnleyBrowning
verin,3,LynnleyBrowning
boldyrev,3,LynnleyBrowning
eurasia,3,LynnleyBrowning
tpc,3,LynnleyBrowning
hazen,3,LynnleyBrowning
yakutia,3,LynnleyBrowning
sakha,3,LynnleyBrowning
bychkov,3,LynnleyBrowning
polyanin,3,LynnleyBrowning
munaigaz,3,LynnleyBrowning
chernyshev,3,LynnleyBrowning
serov,3,LynnleyBrowning
paf,3,LynnleyBrowning
panskov,3,LynnleyBrowning
2.79,3,LynnleyBrowning
92.8,3,LynnleyBrowning
oleinikov,3,LynnleyBrowning
pavlov,3,LynnleyBrowning
yasin,3,LynnleyBrowning
tursunzade,2,LynnleyBrowning
pavlodar,2,LynnleyBrowning
achinsk,2,LynnleyBrowning
5.86,2,LynnleyBrowning
menatep-impex,2,LynnleyBrowning
natalya,2,LynnleyBrowning
rubles,2,LynnleyBrowning
alfimenko,2,LynnleyBrowning
shares-for-loans,2,LynnleyBrowning
vasilyev,2,LynnleyBrowning
quotation,2,LynnleyBrowning
nk,2,LynnleyBrowning
driller,2,LynnleyBrowning
dudayev,2,LynnleyBrowning
siphoned,2,LynnleyBrowning
barren,2,LynnleyBrowning
cistern,2,LynnleyBrowning
khozhakhmed,2,LynnleyBrowning
sighed,2,LynnleyBrowning
russia-based,2,LynnleyBrowning
pavlenko,2,LynnleyBrowning
steppes,2,LynnleyBrowning
reuben,2,LynnleyBrowning
novokuznetsk,2,LynnleyBrowning
kyshtymov,2,LynnleyBrowning
katsman,2,LynnleyBrowning
below-ground,2,LynnleyBrowning
magadan,2,LynnleyBrowning
alcoa,2,LynnleyBrowning
cocker,2,LynnleyBrowning
market-economy,2,LynnleyBrowning
mashinoimport,2,LynnleyBrowning
popov,2,LynnleyBrowning
troika-dialog,2,LynnleyBrowning
deadweight,2,LynnleyBrowning
petersburg-based,2,LynnleyBrowning
merkoulova,2,LynnleyBrowning
ecologically,2,LynnleyBrowning
poisoned,2,LynnleyBrowning
time-frame,2,LynnleyBrowning
ambartsumyan,2,LynnleyBrowning
exportkhleb,2,LynnleyBrowning
baranov,2,LynnleyBrowning
dockworkers,2,LynnleyBrowning
non-production,2,LynnleyBrowning
bail-outs,2,LynnleyBrowning
nirosta,2,LynnleyBrowning
ktn,2,LynnleyBrowning
hoesch-krupp,2,LynnleyBrowning
"5,376",2,LynnleyBrowning
market-nimble,2,LynnleyBrowning
shahidi,2,LynnleyBrowning
lukyanov,2,LynnleyBrowning
hydrocracker,2,LynnleyBrowning
hydrocrackers,2,LynnleyBrowning
hard-to-recover,2,LynnleyBrowning
qurnah,2,LynnleyBrowning
ott,2,LynnleyBrowning
ackermann,2,LynnleyBrowning
parker,2,LynnleyBrowning
angarsk,2,LynnleyBrowning
semenyaka,2,LynnleyBrowning
grigoryev,2,LynnleyBrowning
180-day,2,LynnleyBrowning
sowing,2,LynnleyBrowning
winterkill,2,LynnleyBrowning
onako,2,LynnleyBrowning
stefanovski,2,LynnleyBrowning
look-alikes,2,LynnleyBrowning
ivanov,2,LynnleyBrowning
expedient,2,LynnleyBrowning
fresh-faced,2,LynnleyBrowning
strictly-divided,2,LynnleyBrowning
cheater,2,LynnleyBrowning
tundra,2,LynnleyBrowning
85-year-old,2,LynnleyBrowning
permafrost,2,LynnleyBrowning
gokhran,2,LynnleyBrowning
almazjuvelirexport,2,LynnleyBrowning
vitaly,2,LynnleyBrowning
roskomdragmet,2,LynnleyBrowning
galina,2,LynnleyBrowning
stelmakova,2,LynnleyBrowning
77-78,2,LynnleyBrowning
georgy,2,LynnleyBrowning
khleboproduktprogress,2,LynnleyBrowning
inkombank,2,LynnleyBrowning
yamal-europe,2,LynnleyBrowning
sagers,2,LynnleyBrowning
planecon,2,LynnleyBrowning
fek,2,LynnleyBrowning
neftyanaya,2,LynnleyBrowning
sibur,2,LynnleyBrowning
eastern-siberian,2,LynnleyBrowning
non-payments,2,LynnleyBrowning
khoreiverskaya,2,LynnleyBrowning
energy-rich,2,LynnleyBrowning
quibbles,2,LynnleyBrowning
gold-backed,2,LynnleyBrowning
grain-belt,2,LynnleyBrowning
nenets,2,LynnleyBrowning
dramas,2,LynnleyBrowning
solovyov,2,LynnleyBrowning
'export,2,LynnleyBrowning
kovylin,2,LynnleyBrowning
nikolayev,2,LynnleyBrowning
sakha-yakutia,2,LynnleyBrowning
ravil,2,LynnleyBrowning
shatalov,2,LynnleyBrowning
bagrov,2,LynnleyBrowning
vasyutin,2,LynnleyBrowning
nimir,2,LynnleyBrowning
kazakov,2,LynnleyBrowning
arkhangelsk,2,LynnleyBrowning
waterways,2,LynnleyBrowning
oversupplied,2,LynnleyBrowning
parmeshin,2,LynnleyBrowning
"1,580",2,LynnleyBrowning
bindra,2,LynnleyBrowning
balgimbayev,2,LynnleyBrowning
jvs,2,LynnleyBrowning
subsoil,2,LynnleyBrowning
revenue-based,2,LynnleyBrowning
western-financed,2,LynnleyBrowning
priobskoye,2,LynnleyBrowning
cranked,2,LynnleyBrowning
pechiney,2,LynnleyBrowning
hydroelectricity,2,LynnleyBrowning
semi-fabricated,2,LynnleyBrowning
ao,2,LynnleyBrowning
275.9,2,LynnleyBrowning
shashenkov,2,LynnleyBrowning
inhospitable,2,LynnleyBrowning
mykolayivsky,1,LynnleyBrowning
hlynozemny,1,LynnleyBrowning
bushtruk,1,LynnleyBrowning
naught,1,LynnleyBrowning
kranosyarsk,1,LynnleyBrowning
lift-offs,1,LynnleyBrowning
baikonur,1,LynnleyBrowning
cosmodrome,1,LynnleyBrowning
baby-food,1,LynnleyBrowning
alfa-ekos,1,LynnleyBrowning
thrive,1,LynnleyBrowning
20.30,1,LynnleyBrowning
allot,1,LynnleyBrowning
oil-for-sugar,1,LynnleyBrowning
leftover,1,LynnleyBrowning
inconveniences,1,LynnleyBrowning
amicably,1,LynnleyBrowning
wildly-inflated,1,LynnleyBrowning
carribean,1,LynnleyBrowning
1996-1998,1,LynnleyBrowning
cubans,1,LynnleyBrowning
near-depletion,1,LynnleyBrowning
khomenko,1,LynnleyBrowning
ruble,1,LynnleyBrowning
4.5-4.6,1,LynnleyBrowning
sister-metal,1,LynnleyBrowning
backpedaling,1,LynnleyBrowning
counseled,1,LynnleyBrowning
roughs,1,LynnleyBrowning
stockkpile,1,LynnleyBrowning
nefyodova,1,LynnleyBrowning
kolerov,1,LynnleyBrowning
zaveryukha,1,LynnleyBrowning
71-72,1,LynnleyBrowning
74-75,1,LynnleyBrowning
71-75,1,LynnleyBrowning
zlochevksy,1,LynnleyBrowning
lower-range,1,LynnleyBrowning
cash-paying,1,LynnleyBrowning
fistfulls,1,LynnleyBrowning
macdougall,1,LynnleyBrowning
"83,000",1,LynnleyBrowning
petrodollar,1,LynnleyBrowning
precursors,1,LynnleyBrowning
'profit,1,LynnleyBrowning
1=5367,1,LynnleyBrowning
shatter,1,LynnleyBrowning
lents,1,LynnleyBrowning
aramco,1,LynnleyBrowning
outshine,1,LynnleyBrowning
babushkas,1,LynnleyBrowning
grandmothers,1,LynnleyBrowning
popes,1,LynnleyBrowning
shell-scarred,1,LynnleyBrowning
deprives,1,LynnleyBrowning
oil-riches,1,LynnleyBrowning
dzhokhar,1,LynnleyBrowning
'cyclone,1,LynnleyBrowning
sub-machinegun,1,LynnleyBrowning
black-market,1,LynnleyBrowning
bath-like,1,LynnleyBrowning
aslan,1,LynnleyBrowning
maskhadov,1,LynnleyBrowning
bootlegging,1,LynnleyBrowning
stealthily,1,LynnleyBrowning
raiding,1,LynnleyBrowning
tsotsin-yurt,1,LynnleyBrowning
foothills,1,LynnleyBrowning
snow-capped,1,LynnleyBrowning
suuplies,1,LynnleyBrowning
piped,1,LynnleyBrowning
purloined,1,LynnleyBrowning
acetone,1,LynnleyBrowning
three-litre,1,LynnleyBrowning
jars,1,LynnleyBrowning
sprinkled,1,LynnleyBrowning
turkish-made,1,LynnleyBrowning
lemon-green,1,LynnleyBrowning
mimicking,1,LynnleyBrowning
low-octane,1,LynnleyBrowning
wrecks,1,LynnleyBrowning
smudged,1,LynnleyBrowning
yunko,1,LynnleyBrowning
baudin,1,LynnleyBrowning
top-flight,1,LynnleyBrowning
oil-refining,1,LynnleyBrowning
1890s,1,LynnleyBrowning
mangy,1,LynnleyBrowning
well-fed,1,LynnleyBrowning
hissing,1,LynnleyBrowning
wisps,1,LynnleyBrowning
lazily,1,LynnleyBrowning
papal,1,LynnleyBrowning
hard-rock,1,LynnleyBrowning
gold-recovery,1,LynnleyBrowning
ascertained,1,LynnleyBrowning
yatskevich,1,LynnleyBrowning
sevodnya,1,LynnleyBrowning
bank-guaranteed,1,LynnleyBrowning
non-metals,1,LynnleyBrowning
sinitsyn,1,LynnleyBrowning
posturing,1,LynnleyBrowning
"5,689",1,LynnleyBrowning
renationalise,1,LynnleyBrowning
non-controlling,1,LynnleyBrowning
smearing,1,LynnleyBrowning
russian-canadian,1,LynnleyBrowning
gido,1,LynnleyBrowning
baleyzoloto,1,LynnleyBrowning
canadian-russian,1,LynnleyBrowning
chita,1,LynnleyBrowning
gritsayev,1,LynnleyBrowning
artels,1,LynnleyBrowning
amax,1,LynnleyBrowning
omolon,1,LynnleyBrowning
kubaka,1,LynnleyBrowning
delicately,1,LynnleyBrowning
copeck,1,LynnleyBrowning
1992-1994,1,LynnleyBrowning
vsevolod,1,LynnleyBrowning
generalov,1,LynnleyBrowning
five-digit,1,LynnleyBrowning
526,1,LynnleyBrowning
attentively,1,LynnleyBrowning
5706,1,LynnleyBrowning
linchpin,1,LynnleyBrowning
lurch,1,LynnleyBrowning
nizhny,1,LynnleyBrowning
novgorod,1,LynnleyBrowning
reform-minded,1,LynnleyBrowning
fec,1,LynnleyBrowning
mideast,1,LynnleyBrowning
"660,000",1,LynnleyBrowning
tareq,1,LynnleyBrowning
tatneft,1,LynnleyBrowning
post-sanction,1,LynnleyBrowning
lumbered,1,LynnleyBrowning
monoliths,1,LynnleyBrowning
leftovers,1,LynnleyBrowning
makeover,1,LynnleyBrowning
astronomically,1,LynnleyBrowning
jochen,1,LynnleyBrowning
territorially,1,LynnleyBrowning
eesr.rts,1,LynnleyBrowning
tightly-integrated,1,LynnleyBrowning
energos,1,LynnleyBrowning
oganesian,1,LynnleyBrowning
powerlines,1,LynnleyBrowning
hugeness,1,LynnleyBrowning
2-,1,LynnleyBrowning
"66,100",1,LynnleyBrowning
ilya,1,LynnleyBrowning
korotkov,1,LynnleyBrowning
vinogradova,1,LynnleyBrowning
pre-financing,1,LynnleyBrowning
"7,530",1,LynnleyBrowning
"7,850",1,LynnleyBrowning
khloponin,1,LynnleyBrowning
strugging,1,LynnleyBrowning
cash-sucking,1,LynnleyBrowning
1=5379,1,LynnleyBrowning
nonentity,1,LynnleyBrowning
rosprom-yukos,1,LynnleyBrowning
rosprom,1,LynnleyBrowning
sensibilities,1,LynnleyBrowning
lentransgaz,1,LynnleyBrowning
elena,1,LynnleyBrowning
sintez,1,LynnleyBrowning
easy-to-recover,1,LynnleyBrowning
chernomrydin,1,LynnleyBrowning
eighths,1,LynnleyBrowning
kokh,1,LynnleyBrowning
nut,1,LynnleyBrowning
domestically-traded,1,LynnleyBrowning
0.665,1,LynnleyBrowning
16.45,1,LynnleyBrowning
slave,1,LynnleyBrowning
forced-labour,1,LynnleyBrowning
trillions,1,LynnleyBrowning
forcibly,1,LynnleyBrowning
miserable,1,LynnleyBrowning
cloakrooms,1,LynnleyBrowning
enrichers,1,LynnleyBrowning
auxiliary,1,LynnleyBrowning
non-effective,1,LynnleyBrowning
"300,000-",1,LynnleyBrowning
roskhleboprodukt,1,LynnleyBrowning
3.5-4.0,1,LynnleyBrowning
"200,000-300,000",1,LynnleyBrowning
rot,1,LynnleyBrowning
under-reported,1,LynnleyBrowning
rosselkhozakademiya,1,LynnleyBrowning
blyumin,1,LynnleyBrowning
informzerno,1,LynnleyBrowning
chernyakov,1,LynnleyBrowning
epitomises,1,LynnleyBrowning
manoeuvering,1,LynnleyBrowning
stunningly,1,LynnleyBrowning
mega-concept,1,LynnleyBrowning
tremble,1,LynnleyBrowning
yenisei,1,LynnleyBrowning
retructuring,1,LynnleyBrowning
yershov,1,LynnleyBrowning
corporatise,1,LynnleyBrowning
company-subsidised,1,LynnleyBrowning
filatov,1,LynnleyBrowning
lurks,1,LynnleyBrowning
loosens,1,LynnleyBrowning
supplanted,1,LynnleyBrowning
unplaced,1,LynnleyBrowning
14-21,1,LynnleyBrowning
"80,700",1,LynnleyBrowning
jam-making,1,LynnleyBrowning
inelastic,1,LynnleyBrowning
whites,1,LynnleyBrowning
beets,1,LynnleyBrowning
fudging,1,LynnleyBrowning
paradox,1,LynnleyBrowning
non-payment,1,LynnleyBrowning
misleadingly,1,LynnleyBrowning
hassles,1,LynnleyBrowning
unquestionable,1,LynnleyBrowning
kaluzhsky,1,LynnleyBrowning
"5,756",1,LynnleyBrowning
pavis,1,LynnleyBrowning
75-80,1,LynnleyBrowning
sludgy,1,LynnleyBrowning
stymieing,1,LynnleyBrowning
diesels,1,LynnleyBrowning
volga-urals,1,LynnleyBrowning
under-utilisation,1,LynnleyBrowning
desulphuring,1,LynnleyBrowning
low-sulphur,1,LynnleyBrowning
scaled-back,1,LynnleyBrowning
military-industrial,1,LynnleyBrowning
vasilenko,1,LynnleyBrowning
undiversified,1,LynnleyBrowning
non-russia,1,LynnleyBrowning
richfield,1,LynnleyBrowning
arco,1,LynnleyBrowning
half-azeri,1,LynnleyBrowning
distributers,1,LynnleyBrowning
stretched-to-capacity,1,LynnleyBrowning
'who,1,LynnleyBrowning
stimuli,1,LynnleyBrowning
telegrams,1,LynnleyBrowning
highest-earning,1,LynnleyBrowning
old-timer,1,LynnleyBrowning
"254,000",1,LynnleyBrowning
"131,000",1,LynnleyBrowning
high-octane,1,LynnleyBrowning
wayside,1,LynnleyBrowning
charbel,1,LynnleyBrowning
kirishi,1,LynnleyBrowning
yaroslavl,1,LynnleyBrowning
omsk,1,LynnleyBrowning
lummus,1,LynnleyBrowning
perm,1,LynnleyBrowning
samara,1,LynnleyBrowning
usmanov,1,LynnleyBrowning
ryazan,1,LynnleyBrowning
volga,1,LynnleyBrowning
absorption,1,LynnleyBrowning
crime-ridden,1,LynnleyBrowning
"770,000",1,LynnleyBrowning
kraz,1,LynnleyBrowning
krazpa,1,LynnleyBrowning
reparations,1,LynnleyBrowning
28.54,1,LynnleyBrowning
121.6,1,LynnleyBrowning
jinx,1,LynnleyBrowning
somo,1,LynnleyBrowning
pre-negotiated,1,LynnleyBrowning
valueing,1,LynnleyBrowning
18.74,1,LynnleyBrowning
nearby-contract,1,LynnleyBrowning
bjedougov,1,LynnleyBrowning
lifters,1,LynnleyBrowning
u.n.-iraqi,1,LynnleyBrowning
'better,1,LynnleyBrowning
35-38,1,LynnleyBrowning
trenin,1,LynnleyBrowning
frosts,1,LynnleyBrowning
breadbasket,1,LynnleyBrowning
31-33,1,LynnleyBrowning
agro-industrial,1,LynnleyBrowning
snows,1,LynnleyBrowning
unpredictability,1,LynnleyBrowning
norsi-oil,1,LynnleyBrowning
sidanco,1,LynnleyBrowning
tussling,1,LynnleyBrowning
per-barrel,1,LynnleyBrowning
komineft,1,LynnleyBrowning
varyoganneftegaz,1,LynnleyBrowning
puniest,1,LynnleyBrowning
infinitesimal,1,LynnleyBrowning
"5,760",1,LynnleyBrowning
kara,1,LynnleyBrowning
blinding,1,LynnleyBrowning
snow-blanketed,1,LynnleyBrowning
filth,1,LynnleyBrowning
menacingly,1,LynnleyBrowning
gruesome,1,LynnleyBrowning
-58,1,LynnleyBrowning
samokhin,1,LynnleyBrowning
pulses,1,LynnleyBrowning
40s,1,LynnleyBrowning
mitrofan,1,LynnleyBrowning
kgb,1,LynnleyBrowning
labouring,1,LynnleyBrowning
poisonous,1,LynnleyBrowning
descendents,1,LynnleyBrowning
metalworkers,1,LynnleyBrowning
yurshov,1,LynnleyBrowning
cancer-inducing,1,LynnleyBrowning
slag,1,LynnleyBrowning
luminous,1,LynnleyBrowning
lime-green,1,LynnleyBrowning
glinting,1,LynnleyBrowning
entrails,1,LynnleyBrowning
mediaeval,1,LynnleyBrowning
carcinogenic,1,LynnleyBrowning
newborn,1,LynnleyBrowning
pervades,1,LynnleyBrowning
keyerkan,1,LynnleyBrowning
dolgan,1,LynnleyBrowning
richness,1,LynnleyBrowning
silver-haired,1,LynnleyBrowning
taimyr,1,LynnleyBrowning
galleries,1,LynnleyBrowning
breeze,1,LynnleyBrowning
shaft,1,LynnleyBrowning
rumbles,1,LynnleyBrowning
afterburners,1,LynnleyBrowning
rusted,1,LynnleyBrowning
inciting,1,LynnleyBrowning
bowels,1,LynnleyBrowning
city-factory,1,LynnleyBrowning
climes,1,LynnleyBrowning
kalashnikovs,1,LynnleyBrowning
despairs,1,LynnleyBrowning
repressions,1,LynnleyBrowning
foul-ups,1,LynnleyBrowning
rhona,1,LynnleyBrowning
dentistry,1,LynnleyBrowning
240.00,1,LynnleyBrowning
500.00,1,LynnleyBrowning
clammed,1,LynnleyBrowning
gosfond,1,LynnleyBrowning
aegis,1,LynnleyBrowning
boikin,1,LynnleyBrowning
per-tonne,1,LynnleyBrowning
nadvoisky,1,LynnleyBrowning
volgograd,1,LynnleyBrowning
nemstov,1,LynnleyBrowning
hydroelectrical,1,LynnleyBrowning
filipp,1,LynnleyBrowning
murashkov,1,LynnleyBrowning
sakhalin-i,1,LynnleyBrowning
reeking,1,LynnleyBrowning
bespalov,1,LynnleyBrowning
zlatov,1,LynnleyBrowning
vice-presidents,1,LynnleyBrowning
noyabrskneftegaz,1,LynnleyBrowning
begged,1,LynnleyBrowning
mazalov,1,LynnleyBrowning
wildly-successful,1,LynnleyBrowning
2.5-,1,LynnleyBrowning
ekho-moskvy,1,LynnleyBrowning
bicker,1,LynnleyBrowning
pragmatist,1,LynnleyBrowning
gsm-102,1,LynnleyBrowning
tradigrain,1,LynnleyBrowning
vladivostok,1,LynnleyBrowning
flirting,1,LynnleyBrowning
voronin,1,LynnleyBrowning
cash-flows,1,LynnleyBrowning
lowers,1,LynnleyBrowning
profit-oriented,1,LynnleyBrowning
carbonated,1,LynnleyBrowning
569.5,1,LynnleyBrowning
11.48,1,LynnleyBrowning
january-july,1,LynnleyBrowning
"4,107",1,LynnleyBrowning
"2,550",1,LynnleyBrowning
117.4,1,LynnleyBrowning
bauquis,1,LynnleyBrowning
netbacks,1,LynnleyBrowning
"10,400",1,LynnleyBrowning
bratsk-based,1,LynnleyBrowning
toropovsky,1,LynnleyBrowning
"80,000-100,000",1,LynnleyBrowning
kalchenko,1,LynnleyBrowning
"1,330",1,LynnleyBrowning
aluminiy,1,LynnleyBrowning
"1,127",1,LynnleyBrowning
deripaska,1,LynnleyBrowning
alyuminy,1,LynnleyBrowning
once-great,1,LynnleyBrowning
castrated,1,LynnleyBrowning
long-arm,1,LynnleyBrowning
gorshkov,1,LynnleyBrowning
stalin-era,1,LynnleyBrowning
chief-of-staff,1,LynnleyBrowning
non-operational,1,LynnleyBrowning
foresaking,1,LynnleyBrowning
broad-brush,1,LynnleyBrowning
devolved,1,LynnleyBrowning
tyumenskaya,1,LynnleyBrowning
orenburgskaya,1,LynnleyBrowning
ornb.rts,1,LynnleyBrowning
vostochnaya,1,LynnleyBrowning
nefytanaya,1,LynnleyBrowning
kompniya,1,LynnleyBrowning
consolation,1,LynnleyBrowning
siberian-,1,LynnleyBrowning
sibirsko-uralskaya,1,LynnleyBrowning
neftegazokhimicheskaya,1,LynnleyBrowning
megionneftegaz,1,LynnleyBrowning
mfgs.rts,1,LynnleyBrowning
vostochno-sibirskaya,1,LynnleyBrowning
neftegazovaya,1,LynnleyBrowning
monolithic,1,LynnleyBrowning
energy-hungry,1,LynnleyBrowning
kryukov,1,LynnleyBrowning
yedinaya,1,LynnleyBrowning
energeticheskaya,1,LynnleyBrowning
sistema,1,LynnleyBrowning
gamanov,1,LynnleyBrowning
energo,1,LynnleyBrowning
makings,1,LynnleyBrowning
timan,1,LynnleyBrowning
pechora,1,LynnleyBrowning
warwick-ching,1,LynnleyBrowning
kotlyar,1,LynnleyBrowning
125-132,1,LynnleyBrowning
kuznetsov,1,LynnleyBrowning
foreign-backed,1,LynnleyBrowning
unmined,1,LynnleyBrowning
samotlor,1,LynnleyBrowning
krasnoleninskoye,1,LynnleyBrowning
retarding,1,LynnleyBrowning
beskhmelnitsyn,1,LynnleyBrowning
underpay,1,LynnleyBrowning
bewildering,1,LynnleyBrowning
bazaar,1,LynnleyBrowning
uzbek,1,LynnleyBrowning
hard-up,1,LynnleyBrowning
ex-soviet,1,LynnleyBrowning
third-class,1,LynnleyBrowning
bread-making,1,LynnleyBrowning
177-,1,LynnleyBrowning
puny,1,LynnleyBrowning
late-paying,1,LynnleyBrowning
vasily,1,LynnleyBrowning
chinkaryov,1,LynnleyBrowning
eximkhleb,1,LynnleyBrowning
wreaking,1,LynnleyBrowning
denotes,1,LynnleyBrowning
wheat-rye,1,LynnleyBrowning
"62,500",1,LynnleyBrowning
"5,453",1,LynnleyBrowning
lysenko,1,LynnleyBrowning
record-high,1,LynnleyBrowning
69.8,1,LynnleyBrowning
pencils,1,LynnleyBrowning
redo,1,LynnleyBrowning
dvurechensky,1,LynnleyBrowning
cloak-and-dagger,1,LynnleyBrowning
hours-long,1,LynnleyBrowning
incapacitated,1,LynnleyBrowning
risk-averse,1,LynnleyBrowning
financer,1,LynnleyBrowning
mes,1,LynnleyBrowning
lebed,1,LynnleyBrowning
oil-boom,1,LynnleyBrowning
